FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-17 04:27:20,33.93911,67.709953,37596,1375,27166,9055.0,Afghanistan,96.57745240158064,3.657303968507288
,,,Albania,2020-08-17 04:27:20,41.1533,20.1683,7380,228,3794,3358.0,Albania,256.445896170686,3.089430894308943
,,,Algeria,2020-08-17 04:27:20,28.0339,1.6596,38583,1370,27017,10196.0,Algeria,87.98650467675306,3.5507866158670915
,,,Andorra,2020-08-17 04:27:20,42.5063,1.5218,989,53,863,73.0,Andorra,1280.0103539765742,5.358948432760363
,,,Angola,2020-08-17 04:27:20,-11.2027,17.8739,1906,88,628,1190.0,Angola,5.7992589849264276,4.616998950682056
,,,Antigua and Barbuda,2020-08-17 04:27:20,17.0608,-61.7964,93,3,88,2.0,Antigua and Barbuda,94.96773139449392,3.2258064516129035
,,,Argentina,2020-08-17 04:27:20,-38.4161,-63.6167,294569,5703,211702,77164.0,Argentina,651.7622210588391,1.9360489392977536
,,,Armenia,2020-08-17 04:27:20,40.0691,45.0382,41663,818,34584,6261.0,Armenia,1405.9976363662133,1.9633727768043587
,,Australian Capital Territory,Australia,2020-08-17 04:27:20,-35.4735,149.0124,113,3,110,0.0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-17 04:27:20,-33.8688,151.2093,3957,52,2994,911.0,"New South Wales, Australia",48.74353288987435,1.3141268637856962
,,Northern Territory,Australia,2020-08-17 04:27:20,-12.4634,130.8456,33,0,31,2.0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-17 04:27:20,-27.4698,153.0251,1091,6,1079,6.0,"Queensland, Australia",21.32733848108689,0.5499541704857929
,,South Australia,Australia,2020-08-17 04:27:20,-34.9285,138.6007,461,4,450,7.0,"South Australia, Australia",26.245374323939647,0.8676789587852495
,,Tasmania,Australia,2020-08-17 04:27:20,-42.8821,147.3272,230,13,216,1.0,"Tasmania, Australia",42.95051353874883,5.652173913043479
,,Victoria,Australia,2020-08-17 04:27:20,-37.8136,144.9631,17027,334,8570,8123.0,"Victoria, Australia",256.8213698547489,1.9615904152228811
,,Western Australia,Australia,2020-08-17 04:27:20,-31.9505,115.8605,646,9,633,4.0,"Western Australia, Australia",24.55713525431461,1.3931888544891642
,,,Austria,2020-08-17 04:27:20,47.5162,14.5501,23370,728,20681,1961.0,Austria,259.48214602949014,3.115104835258879
,,,Azerbaijan,2020-08-17 04:27:20,40.1431,47.5769,34219,506,31875,1838.0,Azerbaijan,337.49294197999336,1.4787106578216782
,,,Bahamas,2020-08-17 04:27:20,25.025885,-78.035889,1315,18,189,1108.0,Bahamas,334.3945805191635,1.368821292775665
,,,Bahrain,2020-08-17 04:27:20,26.0275,50.55,46835,170,43128,3537.0,Bahrain,2752.436995433077,0.3629764065335753
,,,Bangladesh,2020-08-17 04:27:20,23.685,90.3563,276549,3657,158950,113942.0,Bangladesh,167.92157148345137,1.322369634314353
,,,Barbados,2020-08-17 04:27:20,13.1939,-59.5432,151,7,122,22.0,Barbados,52.54531598525946,4.635761589403972
,,,Belarus,2020-08-17 04:27:20,53.7098,27.9534,69516,610,67072,1834.0,Belarus,735.6719070079215,0.8774958282985212
,,,Belgium,2020-08-17 04:27:20,50.8333,4.469936,78323,9939,17994,50390.0,Belgium,675.8032362763356,12.68975907460133
,,,Belize,2020-08-17 04:27:20,17.1899,-88.4976,452,3,35,414.0,Belize,113.67608853657127,0.6637168141592921
,,,Benin,2020-08-17 04:27:20,9.3077,2.3158,2063,39,1690,334.0,Benin,17.016962026026466,1.8904507998061075
,,,Bhutan,2020-08-17 04:27:20,27.5142,90.4336,138,0,102,36.0,Bhutan,17.884636319808394,0.0
,,,Bolivia,2020-08-17 04:27:20,-16.2902,-63.5887,100344,4058,36491,59795.0,Bolivia,859.6226395051361,4.044088336123735
,,,Bosnia and Herzegovina,2020-08-17 04:27:20,43.9159,17.6791,15801,471,9619,5711.0,Bosnia and Herzegovina,481.6181345184047,2.9808239984811093
,,,Botswana,2020-08-17 04:27:20,-22.3285,24.6849,1214,3,120,1091.0,Botswana,51.62387710625632,0.2471169686985173
,,Acre,Brazil,2020-08-17 04:27:20,-9.0238,-70.812,22548,576,15505,6467.0,"Acre, Brazil",2556.651000357169,2.554550292708888
,,Alagoas,Brazil,2020-08-17 04:27:20,-9.5713,-36.782,72734,1753,66201,4780.0,"Alagoas, Brazil",2179.389259225189,2.4101520609343634
,,Amapa,Brazil,2020-08-17 04:27:20,0.902,-52.003,39518,613,27512,11393.0,"Amapa, Brazil",4672.644138620909,1.5511918619363327
,,Amazonas,Brazil,2020-08-17 04:27:20,-3.4168,-65.8561,111912,3483,93911,14518.0,"Amazonas, Brazil",2700.190151177545,3.1122667810422477
,,Bahia,Brazil,2020-08-17 04:27:20,-12.5797,-41.7007,216030,4406,196992,14632.0,"Bahia, Brazil",1452.49156461641,2.039531546544461
,,Ceara,Brazil,2020-08-17 04:27:20,-5.4984,-39.3206,197619,8133,168327,21159.0,"Ceara, Brazil",2164.009111617312,4.115494967589149
,,Distrito Federal,Brazil,2020-08-17 04:27:20,-15.7998,-47.8645,136467,1976,114355,20136.0,"Distrito Federal, Brazil",4525.866357484641,1.4479691060842548
,,Espirito Santo,Brazil,2020-08-17 04:27:20,-19.1834,-40.3089,99580,2875,85251,11454.0,"Espirito Santo, Brazil",2477.946574098267,2.8871259289013858
,,Goias,Brazil,2020-08-17 04:27:20,-15.827,-49.8362,101592,2322,92760,6510.0,"Goias, Brazil",1447.5188911816074,2.285613040396881
,,Maranhao,Brazil,2020-08-17 04:27:20,-4.9609,-45.2744,136853,3264,125778,7811.0,"Maranhao, Brazil",1934.2685367342547,2.3850408832835237
,,Mato Grosso,Brazil,2020-08-17 04:27:20,-12.6819,-56.9211,73269,2340,50261,20668.0,"Mato Grosso, Brazil",2102.7325277388272,3.1937108463333743
,,Mato Grosso do Sul,Brazil,2020-08-17 04:27:20,-20.7722,-54.7852,36836,626,29668,6542.0,"Mato Grosso do Sul, Brazil",1325.5194520591326,1.6994244760560322
,,Minas Gerais,Brazil,2020-08-17 04:27:20,-18.5122,-44.555,174402,4132,141083,29187.0,"Minas Gerais, Brazil",823.8637719083722,2.3692388848751733
,,Para,Brazil,2020-08-17 04:27:20,-1.9981,-54.9306,177969,5940,163027,9002.0,"Para, Brazil",2068.717805056804,3.3376599295382903
,,Paraiba,Brazil,2020-08-17 04:27:20,-7.24,-36.782,96033,2162,52891,40980.0,"Paraiba, Brazil",2389.994144037757,2.25130944571137
,,Parana,Brazil,2020-08-17 04:27:20,-25.2521,-52.0215,105104,2691,62333,40080.0,"Parana, Brazil",919.226825848654,2.5603212056629623
,,Pernambuco,Brazil,2020-08-17 04:27:20,-8.8137,-36.9541,112958,7188,91421,14349.0,"Pernambuco, Brazil",1181.9311586154374,6.363427114502736
,,Piaui,Brazil,2020-08-17 04:27:20,-7.7183,-42.7289,66078,1608,63384,1086.0,"Piaui, Brazil",2018.741749350106,2.4334876963588488
,,Rio Grande do Norte,Brazil,2020-08-17 04:27:20,-5.4026,-36.9541,57720,2067,34186,21467.0,"Rio Grande do Norte, Brazil",1645.920145497972,3.581081081081081
,,Rio Grande do Sul,Brazil,2020-08-17 04:27:20,-30.0346,-51.2177,97877,2689,87105,8083.0,"Rio Grande do Sul, Brazil",860.2878079646564,2.7473257251448246
,,Rio de Janeiro,Brazil,2020-08-17 04:27:20,-22.9068,-43.1729,194279,14562,174747,4970.0,"Rio de Janeiro, Brazil",1125.2802861845532,7.495406091239919
,,Rondonia,Brazil,2020-08-17 04:27:20,-11.5057,-63.5806,47837,1013,39366,7458.0,"Rondonia, Brazil",2691.6681905780083,2.1176077095135564
,,Roraima,Brazil,2020-08-17 04:27:20,-2.7376,-62.0751,39623,568,9393,29662.0,"Roraima, Brazil",6541.028557467384,1.4335108396638316
,,Santa Catarina,Brazil,2020-08-17 04:27:20,-27.2423,-50.2189,120880,1797,106856,12227.0,"Santa Catarina, Brazil",1687.1399404978906,1.4865982792852417
,,Sao Paulo,Brazil,2020-08-17 04:27:20,-23.5505,-46.6333,699493,26852,487345,185296.0,"Sao Paulo, Brazil",1523.3176976291472,3.838780373785013
,,Sergipe,Brazil,2020-08-17 04:27:20,-10.5741,-37.3857,67997,1705,52842,13450.0,"Sergipe, Brazil",2958.068400519251,2.5074635645690253
,,Tocantins,Brazil,2020-08-17 04:27:20,-10.1753,-48.2982,36989,511,22517,13961.0,"Tocantins, Brazil",2351.694295636119,1.3814917948579308
,,,Brunei,2020-08-17 04:27:20,4.5353,114.7277,142,3,138,1.0,Brunei,32.45840409798781,2.112676056338028
,,,Bulgaria,2020-08-17 04:27:20,42.7339,25.4858,14365,498,9186,4681.0,Bulgaria,206.7369030049169,3.466759484859032
,,,Burkina Faso,2020-08-17 04:27:20,12.2383,-1.5616,1267,55,1013,199.0,Burkina Faso,6.061250297680584,4.3409629044988165
,,,Burma,2020-08-17 04:27:20,21.9162,95.956,375,6,329,40.0,Burma,0.6892141514081086,1.6
,,,Burundi,2020-08-17 04:27:20,-3.3731,29.9189,413,1,315,97.0,Burundi,3.4732790049703213,0.2421307506053269
,,,Cabo Verde,2020-08-17 04:27:20,16.5388,-23.0418,3179,35,2317,827.0,Cabo Verde,571.7749303941812,1.100975149418056
