FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-22 04:27:49,33.93911,67.709953,37894,1385,28016,8493.0,Afghanistan,97.34296151998873,3.6549321792368175
,,,Albania,2020-08-22 04:27:49,41.1533,20.1683,8119,240,4096,3783.0,Albania,282.1252345541733,2.9560290676191654
,,,Algeria,2020-08-22 04:27:49,28.0339,1.6596,40667,1418,28587,10662.0,Algeria,92.73895720108642,3.4868566651093023
,,,Andorra,2020-08-22 04:27:49,42.5063,1.5218,1045,53,875,117.0,Andorra,1352.48818999547,5.071770334928231
,,,Angola,2020-08-22 04:27:49,-11.2027,17.8739,2068,94,804,1170.0,Angola,6.292165572312622,4.545454545454546
,,,Antigua and Barbuda,2020-08-22 04:27:49,17.0608,-61.7964,94,3,89,2.0,Antigua and Barbuda,95.98888979658524,3.191489361702128
,,,Argentina,2020-08-22 04:27:49,-38.4161,-63.6167,329043,6730,239806,82507.0,Argentina,728.0392590661734,2.045325383004653
,,,Armenia,2020-08-22 04:27:49,40.0691,45.0382,42477,842,35693,5942.0,Armenia,1433.467623549136,1.9822492172234385
,,Australian Capital Territory,Australia,2020-08-22 04:27:49,-35.4735,149.0124,113,3,110,0.0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-22 04:27:49,-33.8688,151.2093,3981,52,2994,935.0,"New South Wales, Australia",49.03917220990392,1.3062044712383822
,,Northern Territory,Australia,2020-08-22 04:27:49,-12.4634,130.8456,33,0,31,2.0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-22 04:27:49,-27.4698,153.0251,1103,6,1082,15.0,"Queensland, Australia",21.56191965594761,0.5439709882139621
,,South Australia,Australia,2020-08-22 04:27:49,-34.9285,138.6007,462,4,452,6.0,"South Australia, Australia",26.302305721605464,0.8658008658008658
,,Tasmania,Australia,2020-08-22 04:27:49,-42.8821,147.3272,230,13,216,1.0,"Tasmania, Australia",42.95051353874883,5.652173913043479
,,Victoria,Australia,2020-08-22 04:27:49,-37.8136,144.9631,18029,398,12940,4691.0,"Victoria, Australia",271.9347199806935,2.2075544955349717
,,Western Australia,Australia,2020-08-22 04:27:49,-31.9505,115.8605,651,9,633,9.0,"Western Australia, Australia",24.74720596061735,1.3824884792626728
,,,Austria,2020-08-22 04:27:49,47.5162,14.5501,24762,730,21260,2772.0,Austria,274.93782199324926,2.9480655843631367
,,,Azerbaijan,2020-08-22 04:27:49,40.1431,47.5769,34921,512,32682,1727.0,Azerbaijan,344.416582216995,1.4661664900776037
,,,Bahamas,2020-08-22 04:27:49,25.025885,-78.035889,1703,27,221,1455.0,Bahamas,433.06005370656686,1.5854374633000587
,,,Bahrain,2020-08-22 04:27:49,26.0275,50.55,48661,181,45166,3314.0,Bahrain,2859.7488338799812,0.3719611187604036
,,,Bangladesh,2020-08-22 04:27:49,23.685,90.3563,290360,3861,172615,113884.0,Bangladesh,176.30766155702946,1.329728612756578
,,,Barbados,2020-08-22 04:27:49,13.1939,-59.5432,157,7,124,26.0,Barbados,54.63320933566713,4.4585987261146505
,,,Belarus,2020-08-22 04:27:49,53.7098,27.9534,70111,632,68256,1223.0,Belarus,741.9686557372746,0.9014277360185992
,,,Belgium,2020-08-22 04:27:49,50.8333,4.469936,80894,9985,18165,52744.0,Belgium,697.9868875724617,12.343313471950948
,,,Belize,2020-08-22 04:27:49,17.1899,-88.4976,648,5,43,600.0,Belize,162.96925967189858,0.7716049382716049
,,,Benin,2020-08-22 04:27:49,9.3077,2.3158,2095,39,1705,351.0,Benin,17.28091878067157,1.8615751789976132
,,,Bhutan,2020-08-22 04:27:49,27.5142,90.4336,154,0,110,44.0,Bhutan,19.958217342394878,0.0
,,,Bolivia,2020-08-22 04:27:49,-16.2902,-63.5887,107435,4366,42141,60928.0,Bolivia,920.3695116323278,4.063852562014241
,,,Bosnia and Herzegovina,2020-08-22 04:27:49,43.9159,17.6791,17396,526,11157,5713.0,Bosnia and Herzegovina,530.2341034163767,3.023683605426535
,,,Botswana,2020-08-22 04:27:49,-22.3285,24.6849,1308,3,136,1169.0,Botswana,55.621113060118006,0.22935779816513766
,,Acre,Brazil,2020-08-22 04:27:49,-9.0238,-70.812,23337,598,18601,4138.0,"Acre, Brazil",2646.113375702291,2.5624544714402018
,,Alagoas,Brazil,2020-08-22 04:27:49,-9.5713,-36.782,74839,1802,68736,4301.0,"Alagoas, Brazil",2242.463122764511,2.4078354868450944
,,Amapa,Brazil,2020-08-22 04:27:49,0.902,-52.003,40875,627,28684,11564.0,"Amapa, Brazil",4833.097048588736,1.5339449541284405
,,Amazonas,Brazil,2020-08-22 04:27:49,-3.4168,-65.8561,114792,3556,97012,14224.0,"Amazonas, Brazil",2769.6782099683032,3.0977768485608754
,,Bahia,Brazil,2020-08-22 04:27:49,-12.5797,-41.7007,229743,4757,208932,16054.0,"Bahia, Brazil",1544.6917998873666,2.070574511519393
,,Ceara,Brazil,2020-08-22 04:27:49,-5.4984,-39.3206,202999,8268,173556,21175.0,"Ceara, Brazil",2222.9223184471266,4.072926467618067
,,Distrito Federal,Brazil,2020-08-22 04:27:49,-15.7998,-47.8645,145452,2242,124864,18346.0,"Distrito Federal, Brazil",4823.849820314479,1.5414019745345544
,,Espirito Santo,Brazil,2020-08-22 04:27:49,-19.1834,-40.3089,104911,3000,89656,12255.0,"Espirito Santo, Brazil",2610.6030632177467,2.8595666803290407
,,Goias,Brazil,2020-08-22 04:27:49,-15.827,-49.8362,113051,2647,103525,6879.0,"Goias, Brazil",1610.790792256988,2.3414211285172177
,,Maranhao,Brazil,2020-08-22 04:27:49,-4.9609,-45.2744,143103,3328,130415,9360.0,"Maranhao, Brazil",2022.6054994211456,2.325597646450458
,,Mato Grosso,Brazil,2020-08-22 04:27:49,-12.6819,-56.9211,80134,2492,58278,19364.0,"Mato Grosso, Brazil",2299.749803843688,3.1097910999076546
,,Mato Grosso do Sul,Brazil,2020-08-22 04:27:49,-20.7722,-54.7852,40711,696,33946,6069.0,"Mato Grosso do Sul, Brazil",1464.958801519691,1.7096116528702316
,,Minas Gerais,Brazil,2020-08-22 04:27:49,-18.5122,-44.555,188623,4663,155339,28621.0,"Minas Gerais, Brazil",891.0428564389908,2.4721269410411244
,,Para,Brazil,2020-08-22 04:27:49,-1.9981,-54.9306,186646,6037,170299,10310.0,"Para, Brazil",2169.579552858263,3.2344652443663406
,,Paraiba,Brazil,2020-08-22 04:27:49,-7.24,-36.782,100290,2268,60655,37367.0,"Paraiba, Brazil",2495.939028308463,2.2614418187256957
,,Parana,Brazil,2020-08-22 04:27:49,-25.2521,-52.0215,114588,2928,70329,41331.0,"Parana, Brazil",1002.1727386240826,2.555241386532621
,,Pernambuco,Brazil,2020-08-22 04:27:49,-8.8137,-36.9541,117431,7335,96220,13876.0,"Pernambuco, Brazil",1228.7342010957125,6.2462211852066325
,,Piaui,Brazil,2020-08-22 04:27:49,-7.7183,-42.7289,70536,1672,68178,686.0,"Piaui, Brazil",2154.9376196640196,2.3704207780424182
,,Rio Grande do Norte,Brazil,2020-08-22 04:27:49,-5.4026,-36.9541,59191,2154,34186,22851.0,"Rio Grande do Norte, Brazil",1687.8665857964386,3.639066750012671
,,Rio Grande do Sul,Brazil,2020-08-22 04:27:49,-30.0346,-51.2177,104335,2993,94351,6991.0,"Rio Grande do Sul, Brazil",917.0502614913864,2.8686442708582933
,,Rio de Janeiro,Brazil,2020-08-22 04:27:49,-22.9068,-43.1729,207036,15202,184641,7193.0,"Rio de Janeiro, Brazil",1199.1699016903792,7.34268436407195
,,Rondonia,Brazil,2020-08-22 04:27:49,-11.5057,-63.5806,50514,1050,41786,7678.0,"Rondonia, Brazil",2842.2962764984736,2.0786316664687017
,,Roraima,Brazil,2020-08-22 04:27:49,-2.7376,-62.0751,41191,576,10625,29990.0,"Roraima, Brazil",6799.876518957147,1.398363720230147
,,Santa Catarina,Brazil,2020-08-22 04:27:49,-27.2423,-50.2189,130349,1995,117156,11198.0,"Santa Catarina, Brazil",1819.3001663133648,1.530506563149698
,,Sao Paulo,Brazil,2020-08-22 04:27:49,-23.5505,-46.6333,735960,28155,530780,177025.0,"Sao Paulo, Brazil",1602.7335409319994,3.8256155225827486
,,Sergipe,Brazil,2020-08-22 04:27:49,-10.5741,-37.3857,69845,1761,59036,9048.0,"Sergipe, Brazil",3038.461806171847,2.521297157992698
,,Tocantins,Brazil,2020-08-22 04:27:49,-10.1753,-48.2982,41848,556,25772,15520.0,"Tocantins, Brazil",2660.620803043616,1.3286178550946282
,,,Brunei,2020-08-22 04:27:49,4.5353,114.7277,143,3,139,1.0,Brunei,32.68698440853701,2.097902097902098
