FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-06 04:28:33,33.93911,67.709953,38324,1409,30082,6833.0,Afghanistan,98.44755521433599,3.676547333263751
,,,Albania,2020-09-06 04:28:33,41.1533,20.1683,10102,312,5976,3814.0,Albania,351.0320383626381,3.0884973272619285
,,,Algeria,2020-09-06 04:28:33,28.0339,1.6596,46071,1549,32481,12041.0,Algeria,105.06249532080685,3.362201818931649
,,,Andorra,2020-09-06 04:28:33,42.5063,1.5218,1215,53,928,234.0,Andorra,1572.5101921956907,4.362139917695473
,,,Angola,2020-09-06 04:28:33,-11.2027,17.8739,2935,117,1192,1626.0,Angola,8.930128604805391,3.986371379897785
,,,Antigua and Barbuda,2020-09-06 04:28:33,17.0608,-61.7964,95,3,91,1.0,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-06 04:28:33,-38.4161,-63.6167,471806,9739,340381,121686.0,Argentina,1043.9161163221067,2.064195877118985
,,,Armenia,2020-09-06 04:28:33,40.0691,45.0382,44649,895,39823,3931.0,Armenia,1506.7659185875973,2.00452417747318
,,Australian Capital Territory,Australia,2020-09-06 04:28:33,-35.4735,149.0124,113,3,110,0.0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-06 04:28:33,-33.8688,151.2093,4114,52,2994,1068.0,"New South Wales, Australia",50.67750677506775,1.2639766650461837
,,Northern Territory,Australia,2020-09-06 04:28:33,-12.4634,130.8456,33,0,31,2.0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-06 04:28:33,-27.4698,153.0251,1131,6,1089,36.0,"Queensland, Australia",22.10927573062261,0.5305039787798409
,,South Australia,Australia,2020-09-06 04:28:33,-34.9285,138.6007,464,4,459,1.0,"South Australia, Australia",26.416168516937088,0.8620689655172413
,,Tasmania,Australia,2020-09-06 04:28:33,-42.8821,147.3272,230,13,217,0.0,"Tasmania, Australia",42.95051353874883,5.652173913043479
,,Victoria,Australia,2020-09-06 04:28:33,-37.8136,144.9631,19538,666,16784,2088.0,"Victoria, Australia",294.69524427216095,3.408741938785956
,,Western Australia,Australia,2020-09-06 04:28:33,-31.9505,115.8605,655,9,644,2.0,"Western Australia, Australia",24.89926252565955,1.3740458015267176
,,,Austria,2020-09-06 04:28:33,47.5162,14.5501,29087,735,24828,3524.0,Austria,322.9592289927163,2.5269020524633
,,,Azerbaijan,2020-09-06 04:28:33,40.1431,47.5769,37192,545,34565,2082.0,Azerbaijan,366.8148542657563,1.4653688965368896
,,,Bahamas,2020-09-06 04:28:33,25.025885,-78.035889,2476,55,948,1473.0,Bahamas,629.6281227113677,2.221324717285945
,,,Bahrain,2020-09-06 04:28:33,26.0275,50.55,54771,196,50645,3930.0,Bahrain,3218.8262341596032,0.35785360866151794
,,,Bangladesh,2020-09-06 04:28:33,23.685,90.3563,323565,4447,217852,101266.0,Bangladesh,196.4698598694732,1.3743760913572234
,,,Barbados,2020-09-06 04:28:33,13.1939,-59.5432,178,7,154,17.0,Barbados,61.940836062093965,3.9325842696629216
,,,Belarus,2020-09-06 04:28:33,53.7098,27.9534,72663,705,71843,115.0,Belarus,768.9758872621643,0.9702324429214318
,,,Belgium,2020-09-06 04:28:33,50.8333,4.469936,87825,9906,18555,59364.0,Belgium,757.7904220467701,11.279248505550814
,,,Belize,2020-09-06 04:28:33,17.1899,-88.4976,1194,15,287,892.0,Belize,300.2859506917391,1.256281407035176
,,,Benin,2020-09-06 04:28:33,9.3077,2.3158,2213,40,1793,380.0,Benin,18.254259313425386,1.807501129688206
,,,Bhutan,2020-09-06 04:28:33,27.5142,90.4336,228,0,150,78.0,Bhutan,29.548529571857358,0.0
,,,Bolivia,2020-09-06 04:28:33,-16.2902,-63.5887,120241,5398,69566,45277.0,Bolivia,1030.0753985961999,4.489317287780374
,,,Bosnia and Herzegovina,2020-09-06 04:28:33,43.9159,17.6791,21439,651,14636,6152.0,Bosnia and Herzegovina,653.4656784975683,3.0365222258500864
,,,Botswana,2020-09-06 04:28:33,-22.3285,24.6849,2002,8,493,1501.0,Botswana,85.13262105990539,0.3996003996003996
,,Acre,Brazil,2020-09-06 04:28:33,-9.0238,-70.812,25408,624,19695,5089.0,"Acre, Brazil",2880.9379376031115,2.4559193954659952
,,Alagoas,Brazil,2020-09-06 04:28:33,-9.5713,-36.782,80462,1924,75705,2833.0,"Alagoas, Brazil",2410.9497425657487,2.3911908727100992
,,Amapa,Brazil,2020-09-06 04:28:33,0.902,-52.003,44682,671,32404,11607.0,"Amapa, Brazil",5283.240179205918,1.5017232890201866
,,Amazonas,Brazil,2020-09-06 04:28:33,-3.4168,-65.8561,123726,3841,104526,15359.0,"Amazonas, Brazil",2985.2359590088013,3.1044404571391624
,,Bahia,Brazil,2020-09-06 04:28:33,-12.5797,-41.7007,270177,5627,255397,9153.0,"Bahia, Brazil",1816.552392970272,2.082708742787136
,,Ceara,Brazil,2020-09-06 04:28:33,-5.4984,-39.3206,222179,8565,195513,18101.0,"Ceara, Brazil",2432.9511859184727,3.8549997974606063
,,Distrito Federal,Brazil,2020-09-06 04:28:33,-15.7998,-47.8645,168605,2700,152017,13888.0,"Distrito Federal, Brazil",5591.708597710054,1.6013759971531094
,,Espirito Santo,Brazil,2020-09-06 04:28:33,-19.1834,-40.3089,115172,3242,104256,7674.0,"Espirito Santo, Brazil",2865.937566098068,2.814920293126802
,,Goias,Brazil,2020-09-06 04:28:33,-15.827,-49.8362,147357,3450,137085,6822.0,"Goias, Brazil",2099.5948622711253,2.341252875669293
,,Maranhao,Brazil,2020-09-06 04:28:33,-4.9609,-45.2744,157844,3499,145305,9040.0,"Maranhao, Brazil",2230.9535261359392,2.2167456476014293
,,Mato Grosso,Brazil,2020-09-06 04:28:33,-12.6819,-56.9211,97636,2893,78809,15934.0,"Mato Grosso, Brazil",2802.0362374033784,2.963046417305093
,,Mato Grosso do Sul,Brazil,2020-09-06 04:28:33,-20.7722,-54.7852,53328,953,43622,8753.0,"Mato Grosso do Sul, Brazil",1918.9733233632694,1.7870537053705366
,,Minas Gerais,Brazil,2020-09-06 04:28:33,-18.5122,-44.555,231878,5708,196180,29990.0,"Minas Gerais, Brazil",1095.3766797546446,2.4616393103269822
,,Para,Brazil,2020-09-06 04:28:33,-1.9981,-54.9306,206864,6240,191612,9012.0,"Para, Brazil",2404.594283416048,3.016474592002475
,,Paraiba,Brazil,2020-09-06 04:28:33,-7.24,-36.782,109530,2529,80881,26120.0,"Paraiba, Brazil",2725.896916647981,2.3089564502875923
,,Parana,Brazil,2020-09-06 04:28:33,-25.2521,-52.0215,141648,3537,95386,42725.0,"Parana, Brazil",1238.8362139196433,2.4970349034225685
,,Pernambuco,Brazil,2020-09-06 04:28:33,-8.8137,-36.9541,131961,7670,113496,10795.0,"Pernambuco, Brazil",1380.768229094458,5.812323337955911
,,Piaui,Brazil,2020-09-06 04:28:33,-7.7183,-42.7289,81626,1884,79562,180.0,"Piaui, Brazil",2493.7469964655675,2.3080881091808982
,,Rio Grande do Norte,Brazil,2020-09-06 04:28:33,-5.4026,-36.9541,63693,2285,37767,23641.0,"Rio Grande do Norte, Brazil",1816.2437946500754,3.5875213916756943
,,Rio Grande do Sul,Brazil,2020-09-06 04:28:33,-30.0346,-51.2177,143485,3714,129047,10724.0,"Rio Grande do Sul, Brazil",1261.158353094279,2.5884238770603196
,,Rio de Janeiro,Brazil,2020-09-06 04:28:33,-22.9068,-43.1729,232747,16526,210761,5460.0,"Rio de Janeiro, Brazil",1348.090173248762,7.100413753990384
,,Rondonia,Brazil,2020-09-06 04:28:33,-11.5057,-63.5806,57865,1180,46833,9852.0,"Rondonia, Brazil",3255.918637201254,2.039229240473516
,,Roraima,Brazil,2020-09-06 04:28:33,-2.7376,-62.0751,44975,598,14510,29867.0,"Roraima, Brazil",7424.545323980909,1.329627570872707
,,Santa Catarina,Brazil,2020-09-06 04:28:33,-27.2423,-50.2189,188361,2400,175385,10576.0,"Santa Catarina, Brazil",2628.982183422594,1.2741491072992817
,,Sao Paulo,Brazil,2020-09-06 04:28:33,-23.5505,-46.6333,853085,31313,680217,141555.0,"Sao Paulo, Brazil",1857.8019766916336,3.670560377922482
,,Sergipe,Brazil,2020-09-06 04:28:33,-10.5741,-37.3857,73631,1885,65965,5781.0,"Sergipe, Brazil",3203.163880739341,2.5600630169358016
,,Tocantins,Brazil,2020-09-06 04:28:33,-10.1753,-48.2982,55075,745,37063,17267.0,"Tocantins, Brazil",3501.569745928769,1.3527008624602814
,,,Brunei,2020-09-06 04:28:33,4.5353,114.7277,145,3,139,3.0,Brunei,33.144145029635446,2.0689655172413794
