FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-05 04:28:19,33.93911,67.709953,38304,1409,29713,7182.0,Afghanistan,98.39617876343613,3.678467000835422
,,,Albania,2020-09-05 04:28:19,41.1533,20.1683,9967,306,5882,3779.0,Albania,346.34095489610115,3.070131433731313
,,,Algeria,2020-09-05 04:28:19,28.0339,1.6596,45773,1539,32259,11975.0,Algeria,104.3829219751968,3.3622441177113145
,,,Andorra,2020-09-05 04:28:19,42.5063,1.5218,1215,53,928,234.0,Andorra,1572.5101921956907,4.362139917695473
,,,Angola,2020-09-05 04:28:19,-11.2027,17.8739,2876,115,1167,1594.0,Angola,8.750613242732639,3.9986091794158547
,,,Antigua and Barbuda,2020-09-05 04:28:19,17.0608,-61.7964,95,3,91,1.0,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-05 04:28:19,-38.4161,-63.6167,461882,9623,331621,120638.0,Argentina,1021.9583126096053,2.0834325650274312
,,,Armenia,2020-09-05 04:28:19,40.0691,45.0382,44461,891,39257,4313.0,Armenia,1500.4214989433844,2.004003508693012
,,Australian Capital Territory,Australia,2020-09-05 04:28:19,-35.4735,149.0124,113,3,110,0.0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-05 04:28:19,-33.8688,151.2093,4104,52,2994,1058.0,"New South Wales, Australia",50.554323725055426,1.267056530214425
,,Northern Territory,Australia,2020-09-05 04:28:19,-12.4634,130.8456,33,0,31,2.0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-05 04:28:19,-27.4698,153.0251,1129,6,1089,34.0,"Queensland, Australia",22.070178868145828,0.5314437555358724
,,South Australia,Australia,2020-09-05 04:28:19,-34.9285,138.6007,463,4,459,0.0,"South Australia, Australia",26.359237119271285,0.8639308855291576
,,Tasmania,Australia,2020-09-05 04:28:19,-42.8821,147.3272,231,13,218,0.0,"Tasmania, Australia",43.137254901960794,5.627705627705628
,,Victoria,Australia,2020-09-05 04:28:19,-37.8136,144.9631,19479,661,16625,2193.0,"Victoria, Australia",293.8053364304137,3.3933980183787673
,,Western Australia,Australia,2020-09-05 04:28:19,-31.9505,115.8605,655,9,644,2.0,"Western Australia, Australia",24.89926252565955,1.3740458015267176
,,,Austria,2020-09-05 04:28:19,47.5162,14.5501,28729,735,24513,3481.0,Austria,318.98427784686453,2.558390476521981
,,,Azerbaijan,2020-09-05 04:28:19,40.1431,47.5769,37031,543,34419,2069.0,Azerbaijan,365.22695386952097,1.4663390132591612
,,,Bahamas,2020-09-05 04:28:19,25.025885,-78.035889,2386,50,893,1443.0,Bahamas,606.7418016111969,2.095557418273261
,,,Bahrain,2020-09-05 04:28:19,26.0275,50.55,54095,195,50323,3577.0,Bahrain,3179.0985217882408,0.3604769387189204
,,,Bangladesh,2020-09-05 04:28:19,23.685,90.3563,321615,4412,216191,101012.0,Bangladesh,195.2858126865409,1.371826562815789
,,,Barbados,2020-09-05 04:28:19,13.1939,-59.5432,178,7,153,18.0,Barbados,61.940836062093965,3.9325842696629216
,,,Belarus,2020-09-05 04:28:19,53.7098,27.9534,72485,701,71510,274.0,Belarus,767.092154028845,0.9670966406842796
,,,Belgium,2020-09-05 04:28:19,50.8333,4.469936,87174,9901,18534,58739.0,Belgium,752.1733248107615,11.357744281551838
,,,Belize,2020-09-05 04:28:19,17.1899,-88.4976,1152,15,271,866.0,Belize,289.72312830559747,1.3020833333333333
,,,Benin,2020-09-05 04:28:19,9.3077,2.3158,2194,40,1738,416.0,Benin,18.09753499035485,1.823154056517776
,,,Bhutan,2020-09-05 04:28:19,27.5142,90.4336,228,0,150,78.0,Bhutan,29.548529571857358,0.0
,,,Bolivia,2020-09-05 04:28:19,-16.2902,-63.5887,119580,5343,67844,46393.0,Bolivia,1024.4127723832435,4.4681384846964365
,,,Bosnia and Herzegovina,2020-09-05 04:28:19,43.9159,17.6791,21142,639,14476,6027.0,Bosnia and Herzegovina,644.4130498062218,3.022419827830858
,,,Botswana,2020-09-05 04:28:19,-22.3285,24.6849,2002,8,493,1501.0,Botswana,85.13262105990539,0.3996003996003996
,,Acre,Brazil,2020-09-05 04:28:19,-9.0238,-70.812,25249,623,19695,4931.0,"Acre, Brazil",2862.9093980848934,2.4674244524535625
,,Alagoas,Brazil,2020-09-05 04:28:19,-9.5713,-36.782,80103,1917,75498,2688.0,"Alagoas, Brazil",2400.192727358805,2.393168795176211
,,Amapa,Brazil,2020-09-05 04:28:19,0.902,-52.003,44454,670,32404,11380.0,"Amapa, Brazil",5256.281252549569,1.5071759571692087
,,Amazonas,Brazil,2020-09-05 04:28:19,-3.4168,-65.8561,123187,3841,104526,14820.0,"Amazonas, Brazil",2972.231075783725,3.118023817448269
,,Bahia,Brazil,2020-09-05 04:28:19,-12.5797,-41.7007,268137,5590,250309,12238.0,"Bahia, Brazil",1802.8363220920721,2.0847551811200993
,,Ceara,Brazil,2020-09-05 04:28:19,-5.4984,-39.3206,230105,8555,194827,26723.0,"Ceara, Brazil",2519.744137095632,3.717867929858108
,,Distrito Federal,Brazil,2020-09-05 04:28:19,-15.7998,-47.8645,167200,2681,152017,12502.0,"Distrito Federal, Brazil",5545.112407918633,1.6034688995215312
