FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-13 04:29:15,33.93911,67.709953,37345,1354,26694,9297.0,Afghanistan,95.93267794278722,3.6256526978176464
,,,Albania,2020-08-13 04:29:15,41.1533,20.1683,6817,208,3552,3057.0,Albania,236.882340676906,3.0511955405603635
,,,Algeria,2020-08-13 04:29:15,28.0339,1.6596,36699,1333,25627,9739.0,Algeria,83.69014164611774,3.6322515599880103
,,,Andorra,2020-08-13 04:29:15,42.5063,1.5218,977,53,855,69.0,Andorra,1264.4793891153822,5.424769703172978
,,,Angola,2020-08-13 04:29:15,-11.2027,17.8739,1762,80,577,1105.0,Angola,5.361119796138704,4.540295119182747
,,,Antigua and Barbuda,2020-08-13 04:29:15,17.0608,-61.7964,92,3,76,13.0,Antigua and Barbuda,93.94657299240258,3.260869565217391
,,,Argentina,2020-08-13 04:29:15,-38.4161,-63.6167,268574,5213,187283,76078.0,Argentina,594.2457853971622,1.9409920543313948
,,,Armenia,2020-08-13 04:29:15,40.0691,45.0382,40794,806,33492,6496.0,Armenia,1376.6715689682287,1.975780752071383
,,Australian Capital Territory,Australia,2020-08-13 04:29:15,-35.4735,149.0124,113,3,110,0.0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-13 04:29:15,-33.8688,151.2093,3927,51,2994,882.0,"New South Wales, Australia",48.3739837398374,1.2987012987012987
,,Northern Territory,Australia,2020-08-13 04:29:15,-12.4634,130.8456,33,0,31,2.0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-13 04:29:15,-27.4698,153.0251,1089,6,1076,7.0,"Queensland, Australia",21.28824161861011,0.5509641873278237
,,South Australia,Australia,2020-08-13 04:29:15,-34.9285,138.6007,459,4,449,6.0,"South Australia, Australia",26.131511528608023,0.8714596949891068
,,Tasmania,Australia,2020-08-13 04:29:15,-42.8821,147.3272,230,13,216,1.0,"Tasmania, Australia",42.95051353874883,5.652173913043479
,,Victoria,Australia,2020-08-13 04:29:15,-37.8136,144.9631,15863,275,7271,8317.0,"Victoria, Australia",239.26454395993903,1.73359389774948
,,Western Australia,Australia,2020-08-13 04:29:15,-31.9505,115.8605,644,9,632,3.0,"Western Australia, Australia",24.481106971793512,1.3975155279503106
,,,Austria,2020-08-13 04:29:15,47.5162,14.5501,22439,724,20268,1447.0,Austria,249.1450524071772,3.2265252462230936
,,,Azerbaijan,2020-08-13 04:29:15,40.1431,47.5769,33824,497,31058,2269.0,Azerbaijan,333.5971615047576,1.4693708609271523
,,,Bahamas,2020-08-13 04:29:15,25.025885,-78.035889,1036,15,122,899.0,Bahamas,263.44698510863367,1.447876447876448
,,,Bahrain,2020-08-13 04:29:15,26.0275,50.55,45264,166,41836,3262.0,Bahrain,2660.111202333357,0.3667373630258042
,,,Bangladesh,2020-08-13 04:29:15,23.685,90.3563,266498,3513,153089,109896.0,Bangladesh,161.81856726004008,1.318208767045156
,,,Barbados,2020-08-13 04:29:15,13.1939,-59.5432,144,7,115,22.0,Barbados,50.10944040978386,4.861111111111111
,,,Belarus,2020-08-13 04:29:15,53.7098,27.9534,69102,595,65893,2614.0,Belarus,731.2906398248085,0.8610459899858179
,,,Belgium,2020-08-13 04:29:15,50.8333,4.469936,75647,9900,17883,47864.0,Belgium,652.7136015550473,13.087101933982842
,,,Belize,2020-08-13 04:29:15,17.1899,-88.4976,210,2,32,176.0,Belize,52.8141119307079,0.9523809523809524
,,,Benin,2020-08-13 04:29:15,9.3077,2.3158,2014,38,1681,295.0,Benin,16.612778245476154,1.8867924528301887
,,,Bhutan,2020-08-13 04:29:15,27.5142,90.4336,113,0,97,16.0,Bhutan,14.644665972017028,0.0
,,,Bolivia,2020-08-13 04:29:15,-16.2902,-63.5887,95071,3827,32830,58414.0,Bolivia,814.4501311527624,4.025412586382808
